Compound	Cluster	Classes	Common names	MetaCyc link
CAPSORUBIN	2	FRAMES, Compounds, Chemicals, Compounds-And-Elements	capsorubin	https://metacyc.org/compound?orgid=META&id=CAPSORUBIN
N-ACETYL-D-GLUCOSAMINE-6-P	2	Carbohydrate-Derivatives, Compounds, Carbohydrates, All-Carbohydrates, Compounds-And-Elements, SUGAR-6-PHOSPHATES, FRAMES, Sugar-Phosphate, Chemicals, Glycans	N-acetyl-D-glucosamine 6-phosphate	https://metacyc.org/compound?orgid=META&id=N-ACETYL-D-GLUCOSAMINE-6-P
CPD-12253	2	IN-CHAIN-HYDROXY-FATTY-ACID, All-Carboxy-Acids, D-2-hydroxyacids, Compounds-And-Elements, 2-Hydroxy-Fatty-Acids, CPD66-39, Hydroxy-Butyrates, Carboxylates, Straight-Chain-234-Sat-FA, 2R-Hydroxy-Fatty-Acids, 2-Hydroxy-carboxylates, Compounds, Even-Straight-Chain-234-Sat-FA, Acids, R2OH-Straight-Chain-234-Sat-FA, Organic-Acids, Hydroxy-fatty-acids, 2-Or-3-Hydroxy-Fatty-Acids, FRAMES, Chemicals, Hydroxy-carboxylates, Fatty-Acids	(R)-2-hydroxybutanoate	https://metacyc.org/compound?orgid=META&id=CPD-12253
DEOXYCYTIDINE	2	Nucleosides, Compounds, Compounds-And-Elements, FRAMES, Chemicals, All-Nucleosides	2'-deoxycytidine	https://metacyc.org/compound?orgid=META&id=DEOXYCYTIDINE
3R-11Z-3-hydroxy-icos-11-enoyl-ACPs	2	Proteins, FRAMES, Macromolecules, Modified-Proteins, ACYL-ACP, Polypeptides, Chemicals, All-ACPs, Monounsaturated-acyl-ACPs	a (3R,11Z)-3-hydroxy-icos-11-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3R-11Z-3-hydroxy-icos-11-enoyl-ACPs
UDP-AA-GLUTAMATE	2	Carbohydrate-Derivatives, UDP-sugar, Pyrimidines, Carbohydrates, Diazines, NDP-sugars, Compounds, Organic-heterocyclic-compound, All-Carbohydrates, Organic-heteromonocyclic-compounds, Compounds-And-Elements, Modified-Nucleotides, Nitrogen-Molecular-Entities, Organonitrogen-Compounds, FRAMES, NUCLEOTIDE-SUGARS, All-Nucleosides, Organonitrogen-Heterocyclic-Compounds, Nucleotides, Chemicals, Glycans	UDP-N-acetyl-&alpha;-D-muramoyl-L-alanyl-D-glutamate	https://metacyc.org/compound?orgid=META&id=UDP-AA-GLUTAMATE
CPD1F-98	2	Lipids, Compounds, FRAMES, Polyisoprenoids, Terpenoids, Carotenes, carotenoids, Compounds-And-Elements, Chemicals, Secondary-Metabolites, Tetraterpenes	all-trans-&zeta;-carotene	https://metacyc.org/compound?orgid=META&id=CPD1F-98
2-METHYL-3-HYDROXY-BUTYRYL-COA	2	Compounds, Thioesters, FRAMES, ACYL-COA, HYDROXY-ACYL-COA, Short-Chain-3S-Hydroxy-2-Methyl-CoAs, Compounds-And-Elements, 3-HYDROXYACYL-COA, Esters, Chemicals, 3S-S-3-hydroxyacyl-CoAs, All-Coas, 3S-Hydroxy-2-methylacyl-CoA	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA	https://metacyc.org/compound?orgid=META&id=2-METHYL-3-HYDROXY-BUTYRYL-COA
CPD1F-129	2	Lipids, Compounds, FRAMES, Polyisoprenoids, Terpenoids, Carotenes, carotenoids, Compounds-And-Elements, Chemicals, Secondary-Metabolites, Tetraterpenes	&beta;-carotene	https://metacyc.org/compound?orgid=META&id=CPD1F-129
CPD-470	2	L-Amino-Acids, Compounds, FRAMES, All-Carboxy-Acids, All-Amino-Acids, Carboxylates, Compounds-And-Elements, Acids, Organic-Acids, Chemicals, Amino-Acids	L-2,4-diaminobutanoate	https://metacyc.org/compound?orgid=META&id=CPD-470
CPD1F-133	2	Lipids, Compounds, FRAMES, Polyisoprenoids, Terpenoids, carotenoids, Compounds-And-Elements, Chemicals, Secondary-Metabolites, Tetraterpenes, Xanthophylls	violaxanthin	https://metacyc.org/compound?orgid=META&id=CPD1F-133
Delta4-hexadecenoyl-ACPs	2	Proteins, FRAMES, Macromolecules, Modified-Proteins, ACYL-ACP, Polypeptides, Chemicals, All-ACPs, Monounsaturated-acyl-ACPs	a (4Z)-hexadec-4-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Delta4-hexadecenoyl-ACPs
XYLITOL	2	Compounds, Carbohydrates, FRAMES, Pentitols, Sugar-alcohols, All-Carbohydrates, Sugar, Compounds-And-Elements, Chemicals, Glycans, Alcohols	xylitol	https://metacyc.org/compound?orgid=META&id=XYLITOL
DEOXY-D-RIBOSE-1-PHOSPHATE	2	Sugar-1-Phosphate, PENTOSE-1-PHOSPHATES, Carbohydrate-Derivatives, Compounds, Carbohydrates, FRAMES, All-Carbohydrates, Compounds-And-Elements, Sugar-Phosphate, DEOXY-RIBOSE-1P, Chemicals, Pentose-phosphates, Glycans	2-deoxy-&alpha;-D-ribose 1-phosphate	https://metacyc.org/compound?orgid=META&id=DEOXY-D-RIBOSE-1-PHOSPHATE
Oleoyl-ACPs	2	Proteins, FRAMES, Macromolecules, Modified-Proteins, ACYL-ACP, Polypeptides, Chemicals, All-ACPs, Monounsaturated-acyl-ACPs	an oleoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Oleoyl-ACPs
CPD1F-130	2	Lipids, Compounds, FRAMES, Polyisoprenoids, Terpenoids, carotenoids, Compounds-And-Elements, Chemicals, Secondary-Metabolites, Tetraterpenes, Xanthophylls	zeaxanthin	https://metacyc.org/compound?orgid=META&id=CPD1F-130
DEOXYURIDINE	2	Nucleosides, Compounds, Compounds-And-Elements, FRAMES, Chemicals, All-Nucleosides	2'-deoxyuridine	https://metacyc.org/compound?orgid=META&id=DEOXYURIDINE
UDP-OHMYR-GLUCOSAMINE	2	Carbohydrate-Derivatives, UDP-sugar, Pyrimidines, Carbohydrates, Diazines, NDP-sugars, Compounds, Organic-heterocyclic-compound, All-Carbohydrates, Organic-heteromonocyclic-compounds, Compounds-And-Elements, Modified-Nucleotides, UDP-3R-hydroxyacyl-GlcN, Nitrogen-Molecular-Entities, Organonitrogen-Compounds, FRAMES, NUCLEOTIDE-SUGARS, All-Nucleosides, Organonitrogen-Heterocyclic-Compounds, Nucleotides, Chemicals, Glycans	UDP-3-O-[(3R)-3-hydroxymyristoyl]-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=UDP-OHMYR-GLUCOSAMINE
ALLANTOATE	3	Amides, Compounds, FRAMES, All-Carboxy-Acids, Carboxylates, Compounds-And-Elements, Acids, Organic-Acids, Chemicals, Monocarboxylates, Carboxamides	allantoate	https://metacyc.org/compound?orgid=META&id=ALLANTOATE
CPD-448	3	Sugar-1-Phosphate, Hexose-1-Phosphate, Carbohydrate-Derivatives, Compounds, Carbohydrates, FRAMES, All-Carbohydrates, Hexose-phosphates, D-glucose-1-phosphates, Compounds-And-Elements, Sugar-Phosphate, Chemicals, Glycans	&beta;-D-glucopyranose 1-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-448
GLUCONATE	3	Compounds, Carbohydrates, All-Carboxy-Acids, All-Carbohydrates, Acids, Compounds-And-Elements, Organic-Acids, Monocarboxylates, FRAMES, Aldonic-Acids, Carboxylates, Chemicals, Carbohydrate-acids, Glycans	D-gluconate	https://metacyc.org/compound?orgid=META&id=GLUCONATE
D-TAGATURONATE	3	Hexuronates, Compounds, Carbohydrates, FRAMES, All-Carboxy-Acids, Carboxylates, All-Carbohydrates, Acids, Compounds-And-Elements, Organic-Acids, Chemicals, Monocarboxylates, Carbohydrate-acids, Uronates, Glycans	D-tagaturonate	https://metacyc.org/compound?orgid=META&id=D-TAGATURONATE
D-Galactopyranuronate	3	Hexuronates, Compounds, Carbohydrates, All-Carboxy-Acids, All-Carbohydrates, Acids, Pyranuronates, Compounds-And-Elements, Organic-Acids, Galacturonate, Monocarboxylates, Uronates, FRAMES, Carboxylates, Chemicals, Glycans, Carbohydrate-acids, D-GALACTURONATE	D-galactopyranuronate	https://metacyc.org/compound?orgid=META&id=D-Galactopyranuronate
CPD-7247	3	FRAMES, Compounds, Chemicals, Compounds-And-Elements	all-trans-13,14-dihydroretinol	https://metacyc.org/compound?orgid=META&id=CPD-7247
CHOCOLA_A	3	Retinoids, Compounds, Lipids, FRAMES, Polyisoprenoids, All-trans-Retinyl-Esters, Terpenoids, Retinyl-Esters, Compounds-And-Elements, Esters, Diterpenes, Chemicals, Secondary-Metabolites	all-trans-retinyl palmitate	https://metacyc.org/compound?orgid=META&id=CHOCOLA_A
ACETYL-ETCETERA-GLUCOSAMINYLDIPHOSPHOUND	3	Lipids, Oligosaccharides, Carbohydrates, Compounds, FRAMES, All-Carbohydrates, Compounds-And-Elements, Glycolipids, Chemicals, Oligosaccharide-Lipid, Glycoconjugates, Glycans, Prenylated-Glycans	&beta;-D-ManNAc-(1&rarr;4)-&alpha;-D-GlcNAc-PP-Und	https://metacyc.org/compound?orgid=META&id=ACETYL-ETCETERA-GLUCOSAMINYLDIPHOSPHOUND
CPD-13469	3	Carbohydrate-Derivatives, Compounds, Carbohydrates, FRAMES, All-Carbohydrates, Compounds-And-Elements, Sugar-Phosphate, Chemicals, D-GLUCOSAMINE-6-P, SUGAR-6-PHOSPHATES, Glycans	&alpha;-D-glucosamine 6-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-13469
CPD-18063	3	FRAMES, Compounds, Chemicals, Compounds-And-Elements	8-amino-3,8-dideoxy-&alpha;-D-manno-octulosonate	https://metacyc.org/compound?orgid=META&id=CPD-18063
THYMIDINE	3	Compounds, Pyrimidines, Diazines, Organic-heterocyclic-compound, Pyrimidine-Nucleosides, Nucleosides, Organic-heteromonocyclic-compounds, Compounds-And-Elements, Nitrogen-Molecular-Entities, Organonitrogen-Compounds, FRAMES, All-Nucleosides, Organonitrogen-Heterocyclic-Compounds, Deoxy-Ribonucleosides, Chemicals, Pyrimidine-Deoxyribonucleosides	thymidine	https://metacyc.org/compound?orgid=META&id=THYMIDINE
N-FORMIMINO-L-GLUTAMATE	3	N-alpha-Acylated-L-Amino-Acids, Compounds, N-Substituted-Amino-Acids, All-Carboxy-Acids, N-Acylated-Aliphatic-Amino-Acids, All-Amino-Acids, N-Acylated-Amino-Acids, Compounds-And-Elements, Acids, Organic-Acids, N-ACYL-L-AMINO-ACID, L-Amino-Acids, FRAMES, Modified-Amino-Acids, Carboxylates, Chemicals, Amino-Acids	N-formimino-L-glutamate	https://metacyc.org/compound?orgid=META&id=N-FORMIMINO-L-GLUTAMATE
CPD-12249	3	Peptides, Compounds, FRAMES, Dipeptides-Of-D-Amino-Acids, Compounds-And-Elements, OLIGOPEPTIDES, Chemicals, DIPEPTIDES	D-alanyl-D-serine	https://metacyc.org/compound?orgid=META&id=CPD-12249
FORMYL-ISOGLUTAMINE	3	N-alpha-Acylated-L-Amino-Acids, Compounds, N-Substituted-Amino-Acids, All-Carboxy-Acids, All-Amino-Acids, N-Acylated-Amino-Acids, Compounds-And-Elements, Acids, Organic-Acids, N-ACYL-L-AMINO-ACID, L-Amino-Acids, FRAMES, Modified-Amino-Acids, Carboxylates, Chemicals, Amino-Acids	formyl-L-isoglutamine	https://metacyc.org/compound?orgid=META&id=FORMYL-ISOGLUTAMINE
RETINAL	3	Retinoids, Compounds, Polyisoprenoids, Terpenoids, Aldehydes-Or-Ketones, Compounds-And-Elements, Aldehydes, Vitamins, Secondary-Metabolites, Lipids, FRAMES, Diterpenes, Chemicals, Vitamin-A, Retinals	all-trans-retinal	https://metacyc.org/compound?orgid=META&id=RETINAL
CPD-15633	3	Hexuronates, Compounds, Carbohydrates, All-Carboxy-Acids, All-Carbohydrates, Acids, Compounds-And-Elements, Organic-Acids, Galacturonate, Monocarboxylates, Uronates, FRAMES, Carboxylates, Chemicals, Glycans, Carbohydrate-acids, D-GALACTURONATE	aldehydo-D-galacturonate	https://metacyc.org/compound?orgid=META&id=CPD-15633
2-AMINO-3-3-OXOPROP-2-ENYL-BUT-2-ENEDI	3	FRAMES, Compounds, Chemicals, Compounds-And-Elements	2-amino-3-carboxymuconate-6-semialdehyde	https://metacyc.org/compound?orgid=META&id=2-AMINO-3-3-OXOPROP-2-ENYL-BUT-2-ENEDI
CPD-12247	3	Peptides, Modified-Peptides, Compounds, Compounds-And-Elements, FRAMES, Chemicals, Depsipeptides	D-alanyl-D-lactate	https://metacyc.org/compound?orgid=META&id=CPD-12247
CPD-12115	3	Membrane-Electron-Carriers, Compounds, ETR-Quinols, FRAMES, Modified-Menaquinols, Redox-Electron-Carriers, Aromatics, Demethylmenaquinols, Reduced-Quinones, Compounds-And-Elements, Chemicals, Menaquinols, Acceptors	demethylmenaquinol-8	https://metacyc.org/compound?orgid=META&id=CPD-12115
CPD-10683	3	Carbohydrate-Derivatives, Carbohydrate-phosphates, Compounds, Carbohydrates, FRAMES, Disaccharide-phosphates, All-Carbohydrates, Compounds-And-Elements, Chemicals, Glycans	mannosylfructose-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-10683
DIHYDROXYNAPHTHOATE	3	FRAMES, Compounds, Chemicals, Compounds-And-Elements	1,4-dihydroxy-2-naphthoate	https://metacyc.org/compound?orgid=META&id=DIHYDROXYNAPHTHOATE
CPD-16618	3	Compounds, Compounds-And-Elements, FRAMES, Chemicals, CPD-5682, Aldehydes-Or-Ketones	L-malic semialdehyde	https://metacyc.org/compound?orgid=META&id=CPD-16618
2-METHYLMALEATE	3	FRAMES, Compounds, Chemicals, Compounds-And-Elements	citraconate	https://metacyc.org/compound?orgid=META&id=2-METHYLMALEATE
CPD-22404	3	Lipids, Compounds, Carbohydrates, FRAMES, All-Carbohydrates, Compounds-And-Elements, Glycolipids, Chemicals, Lipid-X, Glycoconjugates, Glycans	lipid X (P. putida)	https://metacyc.org/compound?orgid=META&id=CPD-22404
CPD-330	3	Compounds, Compounds-And-Elements, Esters, FRAMES, Chemicals, Lactones, Gamma-lactones	L-galactono-1,4-lactone	https://metacyc.org/compound?orgid=META&id=CPD-330
CPD-471	3	Beta-amino-acids, Compounds, Non-alpha-amino-acids, FRAMES, All-Carboxy-Acids, All-Amino-Acids, Carboxylates, Compounds-And-Elements, Acids, Organic-Acids, Chemicals, 3-AMINO-ISOBUTYRATE, Amino-Acids	(R)-3-amino-2-methylpropanoate	https://metacyc.org/compound?orgid=META&id=CPD-471
KDO	3	Ketoaldonates, CPD-21351, Compounds, Carbohydrates, FRAMES, All-Carboxy-Acids, Carboxylates, All-Carbohydrates, Acids, Compounds-And-Elements, Organic-Acids, Chemicals, Carbohydrate-acids, Glycans	3-deoxy-&alpha;-D-manno-2-octulosonate	https://metacyc.org/compound?orgid=META&id=KDO
CPD-7246	3	Carbohydrate-Derivatives, Hexose-1-Phosphate, Compounds, Carbohydrates, Hexosamines, All-Carbohydrates, Hexose-phosphates, Compounds-And-Elements, Sugar, Sugar-1-Phosphate, N-acetyl-a-D-hexosamine-1-phosphates, FRAMES, Amino-Sugars, Sugar-Phosphate, Alpha-Hexose-1-Phosphates, Monosaccharides, Chemicals, Glycans	N-acetyl-&alpha;-D-galactosamine 1-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-7246
CPD0-2018	3	Compounds, Compounds-And-Elements, Modified-Bases, FRAMES, All-Nucleosides, Chemicals	5-methylcytosine	https://metacyc.org/compound?orgid=META&id=CPD0-2018
4-OXOGLUTARAMATE	3	FRAMES, Compounds, Chemicals, Compounds-And-Elements	4-oxoglutaramate	https://metacyc.org/compound?orgid=META&id=4-OXOGLUTARAMATE
CPD-15936	3	POLYKETIDE, Compounds, Compounds-And-Elements, FRAMES, Chemicals, Secondary-Metabolites	tetracenomycin F2	https://metacyc.org/compound?orgid=META&id=CPD-15936
CPD0-881	3	FRAMES, Compounds, Chemicals, Compounds-And-Elements	N-acetyl-D-muramate 6-phosphate	https://metacyc.org/compound?orgid=META&id=CPD0-881
FRUCTURONATE	3	Hexuronates, Compounds, Carbohydrates, All-Carboxy-Acids, All-Carbohydrates, Acids, Compounds-And-Elements, Organic-Acids, Monocarboxylates, Uronates, FRAMES, Carboxylates, Chemicals, Carbohydrate-acids, Glycans	D-fructuronate	https://metacyc.org/compound?orgid=META&id=FRUCTURONATE
CPD-7643	3	FRAMES, Compounds, Chemicals, Compounds-And-Elements	(5-formylfuran-3-yl)methyl phosphate	https://metacyc.org/compound?orgid=META&id=CPD-7643
CPD-12119	3	Membrane-Electron-Carriers, Compounds, ETR-Quinols, FRAMES, Modified-Menaquinols, Redox-Electron-Carriers, Aromatics, Demethylmenaquinols, Reduced-Quinones, Compounds-And-Elements, Chemicals, Menaquinols, Acceptors	demethylmenaquinol-10	https://metacyc.org/compound?orgid=META&id=CPD-12119
THYMINE	3	Compounds, Pyrimidines, Organonitrogen-Compounds, Nitrogen-Molecular-Entities, FRAMES, Diazines, All-Nucleosides, Organonitrogen-Heterocyclic-Compounds, Pyrimidine-Bases, Organic-heterocyclic-compound, Organic-heteromonocyclic-compounds, Compounds-And-Elements, Chemicals, Bases	thymine	https://metacyc.org/compound?orgid=META&id=THYMINE
CPD-12150	3	Compounds, FRAMES, All-Carboxy-Acids, All-Amino-Acids, D-Amino-Acids, Carboxylates, Compounds-And-Elements, Acids, Organic-Acids, Chemicals, Amino-Acids	D-leucine	https://metacyc.org/compound?orgid=META&id=CPD-12150
CPD-16467	3	Compounds, FRAMES, All-Carboxy-Acids, dicarboxylate, Carboxylates, Acids, Compounds-And-Elements, Organic-Acids, Chemicals	3-[(1-carboxyvinyl)oxy]benzoate	https://metacyc.org/compound?orgid=META&id=CPD-16467
D-MANNONATE	3	Compounds, Carbohydrates, All-Carboxy-Acids, All-Carbohydrates, Acids, Compounds-And-Elements, Organic-Acids, Monocarboxylates, FRAMES, Aldonic-Acids, Carboxylates, Chemicals, Carbohydrate-acids, Glycans	D-mannonate	https://metacyc.org/compound?orgid=META&id=D-MANNONATE
CPD-302	3	Compounds, FRAMES, All-Carboxy-Acids, All-Amino-Acids, D-Amino-Acids, Carboxylates, Compounds-And-Elements, Acids, Organic-Acids, Chemicals, Amino-Acids	D-aspartate	https://metacyc.org/compound?orgid=META&id=CPD-302
CPD-18118	3	Carbohydrate-Derivatives, Compounds, Carbohydrates, FRAMES, Arabinose-5P, All-Carbohydrates, PENTOSE-5-PHOSPHATES, Compounds-And-Elements, Sugar-Phosphate, SUGAR-5-PHOSPHATES, Chemicals, Pentose-phosphates, Glycans	D-arabinofuranose 5-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-18118
D-XYLONATE	3	Compounds, Carbohydrates, All-Carboxy-Acids, All-Carbohydrates, Acids, Compounds-And-Elements, Sugar, Organic-Acids, FRAMES, Aldonic-Acids, Carboxylates, Chemicals, Monosaccharides, Carbohydrate-acids, Glycans	D-xylonate	https://metacyc.org/compound?orgid=META&id=D-XYLONATE
CPD-21306	3	Membrane-Electron-Carriers, Compounds, ETR-Quinols, FRAMES, Modified-Menaquinols, Redox-Electron-Carriers, Aromatics, Demethylmenaquinols, Reduced-Quinones, Compounds-And-Elements, Chemicals, Menaquinols, Acceptors	demethylmenaquinol-4	https://metacyc.org/compound?orgid=META&id=CPD-21306
CPD-12118	3	Membrane-Electron-Carriers, Compounds, ETR-Quinols, FRAMES, Modified-Menaquinols, Redox-Electron-Carriers, Aromatics, Demethylmenaquinols, Reduced-Quinones, Compounds-And-Elements, Chemicals, Menaquinols, Acceptors	demethylmenaquinol-9	https://metacyc.org/compound?orgid=META&id=CPD-12118
DIHYDRO-THYMINE	3	Pyrimidines, Compounds, Diazines, Organic-heterocyclic-compound, Organic-heteromonocyclic-compounds, Compounds-And-Elements, Nitrogen-Molecular-Entities, Organonitrogen-Compounds, FRAMES, All-Nucleosides, Organonitrogen-Heterocyclic-Compounds, Modified-Bases, Chemicals	5,6-dihydrothymine	https://metacyc.org/compound?orgid=META&id=DIHYDRO-THYMINE
2-DEHYDRO-3-DEOXY-D-GLUCONATE	3	Compounds, FRAMES, All-Carboxy-Acids, Carboxylates, Acids, Compounds-And-Elements, Organic-Acids, Chemicals, 2-Oxo-carboxylates, 2-Oxo-Acids	2-dehydro-3-deoxy-D-gluconate	https://metacyc.org/compound?orgid=META&id=2-DEHYDRO-3-DEOXY-D-GLUCONATE
CPD0-1110	3	D-Pentoses, Compounds, Aldopyranoses, Carbohydrates, Aldehydes-Or-Ketones, All-Carbohydrates, RIBOSE, Aldehydes, Compounds-And-Elements, Monosaccharides, Sugar, D-aldopyranoses, D-aldopentose, Aldopentoses, Aldoses, FRAMES, Ribose, D-Aldoses, Chemicals, D-Ribopyranose, Pentoses, Glycans	&beta;-D-ribopyranose	https://metacyc.org/compound?orgid=META&id=CPD0-1110
CPD-12116	3	Membrane-Electron-Carriers, Compounds, ETR-Quinols, FRAMES, Modified-Menaquinols, Redox-Electron-Carriers, Aromatics, Demethylmenaquinols, Reduced-Quinones, Compounds-And-Elements, Chemicals, Menaquinols, Acceptors	demethylmenaquinol-6	https://metacyc.org/compound?orgid=META&id=CPD-12116
D-ALTRONATE	3	Compounds, Carbohydrates, FRAMES, All-Carboxy-Acids, Aldonic-Acids, Carboxylates, All-Carbohydrates, Acids, Compounds-And-Elements, Organic-Acids, Chemicals, Carbohydrate-acids, Glycans	D-altronate	https://metacyc.org/compound?orgid=META&id=D-ALTRONATE
ACETYL-D-GLUCOSAMINYLDIPHOSPHO-UNDECAPRE	3	Lipids, Oligosaccharides, Carbohydrates, Compounds, FRAMES, All-Carbohydrates, Compounds-And-Elements, Glycolipids, Chemicals, Oligosaccharide-Lipid, Glycoconjugates, Glycans, Prenylated-Glycans	&alpha;-D-GlcNAc-PP-Und	https://metacyc.org/compound?orgid=META&id=ACETYL-D-GLUCOSAMINYLDIPHOSPHO-UNDECAPRE
CPD-18064	3	FRAMES, Compounds, Chemicals, Compounds-And-Elements	3,8-dideoxy-8-oxo-&alpha;-D-manno-octulosonate	https://metacyc.org/compound?orgid=META&id=CPD-18064
3-UREIDO-ISOBUTYRATE	3	Compounds, FRAMES, All-Carboxy-Acids, Carboxylates, Ureido-Compounds, Acids, Compounds-And-Elements, Organic-Acids, Chemicals, Ureidocarboxylates	3-(carbamoylamino)-2-methylpropanoate	https://metacyc.org/compound?orgid=META&id=3-UREIDO-ISOBUTYRATE
2-AMINOMUCONATE_SEMIALDEHYDE	3	FRAMES, Compounds, Chemicals, Compounds-And-Elements	(2Z,4E)-2-amino-6-oxohexa-2,4-dienoate	https://metacyc.org/compound?orgid=META&id=2-AMINOMUCONATE_SEMIALDEHYDE
CPD-13524	3	Retinoids, Retinols, Lipids, Compounds, Secondary-Metabolites, FRAMES, Polyisoprenoids, Terpenoids, Compounds-And-Elements, Diterpenes, Chemicals, Vitamin-A, Vitamins	all-trans-retinol	https://metacyc.org/compound?orgid=META&id=CPD-13524
2-DH-3-DO-D-ARABINONATE	3	Ketoaldonates, Compounds, Carbohydrates, FRAMES, All-Carboxy-Acids, Carboxylates, All-Carbohydrates, Acids, Compounds-And-Elements, Organic-Acids, Chemicals, Carbohydrate-acids, Glycans	2-dehydro-3-deoxy-D-pentonate	https://metacyc.org/compound?orgid=META&id=2-DH-3-DO-D-ARABINONATE
2-KETO-3-DEOXY-6-P-GLUCONATE	3	FRAMES, Compounds, Chemicals, Compounds-And-Elements	2-dehydro-3-deoxy-D-gluconate 6-phosphate	https://metacyc.org/compound?orgid=META&id=2-KETO-3-DEOXY-6-P-GLUCONATE
CMP-KDO	3	Carbohydrate-Derivatives, Compounds, NMP-Sugars, Carbohydrates, FRAMES, NUCLEOTIDE-SUGARS, All-Nucleosides, All-Carbohydrates, Modified-Nucleotides, Compounds-And-Elements, Nucleotides, CMP-SUGARS, Chemicals, Glycans	CMP-3-deoxy-&beta;-D-manno-octulosonate	https://metacyc.org/compound?orgid=META&id=CMP-KDO
CPD-22403	3	Lipids, Compounds, Carbohydrates, FRAMES, Lipid-A-Disaccharide, All-Carbohydrates, Compounds-And-Elements, Glycolipids, Chemicals, Glycoconjugates, Glycans	lipid A disaccharide (P. putida)	https://metacyc.org/compound?orgid=META&id=CPD-22403
CPD-19754	3	Amino-Acid-Derivatives, Compounds, FRAMES, All-Carboxy-Acids, All-Amino-Acids, Modified-Amino-Acids, Carboxylates, Compounds-And-Elements, Acids, Organic-Acids, Chemicals, Amino-Acids	N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate	https://metacyc.org/compound?orgid=META&id=CPD-19754
FORMAMIDE	3	FRAMES, Compounds, Chemicals, Compounds-And-Elements	formamide	https://metacyc.org/compound?orgid=META&id=FORMAMIDE
CPD-19716	3	Bilins, Compounds, Nitrogen-Molecular-Entities, Organonitrogen-Compounds, FRAMES, Organic-heterocyclic-compound, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, Polypyrroles, Compounds-And-Elements, Chemicals	mycobilin a	https://metacyc.org/compound?orgid=META&id=CPD-19716
INDOLEYL-CPD	3	Compounds, FRAMES, Indoles, Aromatics, Compounds-And-Elements, Chemicals, Indole-Derivatives, Nitriles	(indol-3-yl)acetonitrile	https://metacyc.org/compound?orgid=META&id=INDOLEYL-CPD
CPD-569	3	Compounds, All-Amines, Diamines, FRAMES, Polyamines, Aliphatic-Diamines, Aliphatic-N-Acetyl-Diamines, Compounds-And-Elements, Chemicals, Aliphatic-Amines	N-acetylputrescine	https://metacyc.org/compound?orgid=META&id=CPD-569
KDO-8P	3	FRAMES, Compounds, Chemicals, Compounds-And-Elements	3-deoxy-D-manno-octulosonate 8-phosphate	https://metacyc.org/compound?orgid=META&id=KDO-8P
UROCANATE	3	FRAMES, Compounds, Chemicals, Compounds-And-Elements	urocanate	https://metacyc.org/compound?orgid=META&id=UROCANATE
GLUTAMIDE	3	Compounds, FRAMES, All-Carboxy-Acids, All-Amino-Acids, D-Amino-Acids, Carboxylates, Compounds-And-Elements, Acids, Organic-Acids, Chemicals, Amino-Acids	D-glutamine	https://metacyc.org/compound?orgid=META&id=GLUTAMIDE
CPD-22402	3	Lipids, Compounds, Carbohydrates, FRAMES, Lipid-IVA, All-Carbohydrates, Lipid-A, Compounds-And-Elements, Glycolipids, Chemicals, Glycoconjugates, Glycans, Lipid-A-containing-Glycolipids	lipid IVA (P. putida)	https://metacyc.org/compound?orgid=META&id=CPD-22402
ISOGLUTAMINE	3	L-Amino-Acids, Compounds, FRAMES, All-Carboxy-Acids, All-Amino-Acids, Carboxylates, Compounds-And-Elements, Acids, Organic-Acids, Chemicals, Amino-Acids	L-isoglutamine	https://metacyc.org/compound?orgid=META&id=ISOGLUTAMINE
CPD-254	3	Compounds, Compounds-And-Elements, Modified-Bases, FRAMES, All-Nucleosides, Chemicals	5-hydroxymethyluracil	https://metacyc.org/compound?orgid=META&id=CPD-254
CPD-2961	3	Carbohydrate-Derivatives, Compounds, Carbohydrates, FRAMES, Carbohydrate-acid-derivatives, All-Carbohydrates, Compounds-And-Elements, Chemicals, Glycans	D-gluconate 6-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-2961
CPD-10819	3	Compounds, Nitrogen-Molecular-Entities, Organonitrogen-Compounds, FRAMES, Organic-heterocyclic-compound, Cofactors, Organonitrogen-Heterocyclic-Compounds, All-Biopterines, Pterins, Organic-heterobicyclic-compounds, Compounds-And-Elements, Organic-heteromonocyclic-compounds, Chemicals, Pteridines, Organic-Heteropolycyclic-Compounds	L-erythro-biopterin	https://metacyc.org/compound?orgid=META&id=CPD-10819
CPD-19753	3	Ketoaldonates, Compounds, Carbohydrates, FRAMES, All-Carboxy-Acids, Carboxylates, All-Carbohydrates, Acids, Compounds-And-Elements, Organic-Acids, Chemicals, Carbohydrate-acids, Glycans	2-dehydro-3-deoxy-D-octonate	https://metacyc.org/compound?orgid=META&id=CPD-19753
